fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融实体关系解读	frg	120561	data/figure/frg/2022-11-29--电池-振华新材-振华新材首次覆盖报告：单晶三元龙头，钠电筑就第二增长级_page7_图表3公司股权结构图截至2022年9月30日.jpg					振华新材的控股股东是谁？	中国电子有限公司	中电金投	舟山鑫天瑜	国投科技基金	A
金融实体关系解读	frg	120568	data/figure/frg/2023-02-07--专用设备-仕净科技-仕净科技：“双碳”全产业链整体解决方案提供商！_page5_图2仕净科技的股权结构图截至20221212.jpg					苏州仕净科技股份有限公司的控股股东是谁？	朱叶	叶小红	山东江诣创业投资有限公司	田志伟	A
金融实体关系解读	frg	140662	data/figure/frg/2023-02-21--电源设备-麦格米特-深度报告：电力电子领域平台型企业，多极发展打开增长空间_page6_图表2公司股权结构.jpg					童永胜和王萍合计持股比例为26.33%，是所有股东中最高的。					是
金融实体关系解读	frg	140692	data/figure/frg/2022-11-27--食品饮料-安琪酵母-公司首次覆盖报告：成本拐点，估值和业绩有望双击_page9_图11股权激励调动员工积极性管理层考核兼顾收入和利润增速为十四五规划目标护航.jpg					安琪酵母的股权激励计划中，授予股数为878万股，约占总股本的1.07%。					是
金融实体关系解读	frg	140724	data/figure/frg/2022-12-19--通信设备-锐捷网络-企业网设备新贵，中小客户解决方案能力强_page16_图27锐进咨询股权结构.jpg					锐进一号至锐进三十三号持有的锐进共创的比例总和为100%。					是
金融实体关系解读	frg	140739	data/figure/frg/2022-10-12--化学制药-海普瑞-成本改善、出口放量驱动业绩增长_page5_图表2海普瑞股权结构.jpg					李锂通过乐仁科技间接持有的海普瑞股份比例为32.31%。					是
金融实体关系解读	frg	140744	data/figure/frg/2022-12-11--互联网服务-太极股份-公司首次覆盖报告：数字政府建设迎东风，信创业务发展正当时_page3_no_caption.jpg					太极计算机股份有限公司的控股股东是中电太极（集团）有限公司。					是
金融实体关系解读	frg	140751	data/figure/frg/2023-12-08--农药兽药-扬农化工-公司深度报告：农药龙头穿越周期，优创项目再添新动能_page7_图2公司股权结构截至20231206.jpg					中国中化控股有限责任公司直接持有江苏扬农化工股份有限公司的股份比例为35.86%。					否
金融实体关系解读	frg	140775	data/figure/frg/2022-11-22--有色金属-金田股份-铜加工与稀土永磁双轮驱动业绩增长，产品迈向高端化_page5_图2金田股份股权结构.jpg					楼国强通过宁波金田投资控股有限公司间接持有宁波金田铜业（集团）股份有限公司的股份。					是
金融实体关系解读	frg	140789	data/figure/frg/2023-12-25--通用设备-中核科技-核岛阀门核心标的乘风而起，提质增效海外破局双管齐下_page12_图表11公司股权结构截至2023年三季报.jpg					中核科技的最大股东是国务院国有资产监督管理委员会，占股65.88%。					否
金融实体关系解读	frg	140795	data/figure/frg/2023-07-24--文化传媒-中文在线-深度报告：拥抱AIGC新时代，坚定开拓布局谋新篇_page3_图2中文在线股权穿透图.jpg					童之磊是中文在线集团股份有限公司的最大股东，占股11.95%。					是
金融实体关系解读	frg	140815	data/figure/frg/2023-01-15--生物制品-特宝生物-深度报告：长效修饰平台厚积薄发，派格宾放量可期_page48_图表特宝生物股权结构和主要参控股公司2022年中报.jpg					杨英和通化东宝合计持股比例为50.97%					是
金融实体关系解读	frg	140829	data/figure/frg/2023-01-26--消费电子-拓邦股份-新能源业务快速发展，盈利改善拐点已现_page27_图64公司新能源业务布局.jpg					拓邦股份在新能源业务布局中，锂电池技术储备包括自主研发的电芯+BMS+电池组一站式解决方案。					是
金融实体关系解读	frg	140859	data/figure/frg/2023-08-06--工程建设-浙江交科-区域基建高景气，聚焦主业高分红地方国企再腾飞_page15_图27浙江交投股权架构及旗下子公司情况.jpg					浙江省国资委持有浙江交通投资集团90%的股份，而浙江省财政厅持有10%的股份。					是
金融实体关系解读	frg	140865	data/figure/frg/2023-07-17--化学制药-江苏吴中-依托药企基因，医美赛道破局之路可期_page6_图表6公司股权结构稳定.jpg					钱群英通过浙江复基控股集团有限公司间接持有江苏吴中医药发展股份有限公司的股份比例超过5%。					是
金融实体关系解读	frg	140867	data/figure/frg/2022-12-06--电子元件-三环集团-三环集团：MLCC进入底部区间，材料平台型公司迎来新发展_page6_图表5公司股权结构截至2022年9月30日.jpg					张万镇通过潮州三江投资有限公司间接持有潮州三环(集团)股份有限公司的股份比例为33.67%。					是
金融实体关系解读	frg	140888	data/figure/frg/2023-07-10--家电行业-科沃斯-双轮驱动，持续领跑清洁电器赛道_page7_图表5科沃斯股权结构截至2023年4月29日.jpg					钱东奇通过苏州创领智慧投资管理有限公司间接持有科沃斯机器人股份有限公司41.8%的股份。					是
金融实体关系解读	frg	140895	data/figure/frg/2023-02-14--有色金属-神火股份-公司深度研究：专注于低成本策略，进击的铝行业专家_page4_图2神火股份业务结构流程图.jpg					神火股份的业务流程中，煤炭生产洗选后的优质煤是否直接用于电解铝生产？					否
金融实体关系解读	frg	140897	data/figure/frg/2022-11-11--生物制品-毕得医药-公司首次覆盖报告：聚焦新药研发前端，服务全球客户_page4_图2公司股权结构清晰拥有3个员工持股平台.jpg					实际控制人戴岚和戴龙合计持有上海毕得医药科技股份有限公司的股份比例为62.53%。					是
金融实体关系解读	frg	140915	data/figure/frg/2023-06-07--半导体-卓胜微-23Q1业绩环比改善，转Fab-lite研发加速_page3_图3公司股权结构.jpg					无锡汇智联合投资企业（有限合伙）与TANG ZHUANG的持股比例之和大于香港中央结算有限公司的持股比例。					是
金融实体关系解读	frg	140927	data/figure/frg/2022-11-24--酿酒行业-贵州茅台-公司深度报告（下篇）：白酒巨擘，架海擎天_page11_图6历任集团董事长及股份公司董事长总经理.jpg					季克良担任集团董事长的时间比袁仁国担任股份公司总经理的时间长。					是
金融实体关系解读	frg	140952	data/figure/frg/2023-01-16--航空机场-上海机场-点评报告：合资收购日上资产，深度协同行稳致远_page4_图表4收购完成后预计上海机场对日上互联标的公司核心资产分别持有9901254股权.jpg					上海机场对尚冕商业发展的持股比例为80%。					是
金融实体关系解读	frg	140978	data/figure/frg/2022-11-22--有色金属-金田股份-铜加工与稀土永磁双轮驱动业绩增长，产品迈向高端化_page4_图1公司历史沿革.jpg					金田股份在2018年完成了对江苏兴荣铜业有限公司的控股股权收购，并且成立了广东金田铜业有限公司和重庆金田铜业有限公司。					是
金融实体关系解读	frg	140989	data/figure/frg/2023-06-09--橡胶制品-中裕科技-稀缺的耐高压大流量软管“小巨人”，新产品+“一带一路”打造第二成长曲线_page4_图表1公司股权结构图.jpg					中裕科技通过直接和间接持股，合计持有中裕香港的100%股份。					是
金融实体关系解读	frg	141008	data/figure/frg/2023-10-13--通用设备-中核科技-核电行业景气上行，公司有望乘风而起_page4_图1公司股权结构图截至2023年半年报.jpg					中核苏州阀门有限公司与上海中核浦原有限公司的持股比例之和大于其他股东的直接持股比例。					否
金融实体关系解读	frg	141011	data/figure/frg/2023-03-08--工程机械-杭叉集团-深度报告：锂电化加速国内叉车龙头崛起_page3_图1杭叉股权结构图截至2022年中报.jpg					仇建平通过巨星科技间接持有杭叉集团股份有限公司的比例大于其直接持股比例。					是
金融实体关系解读	pg	141178	data/figure/pg/2023-07-23--有色金属-华峰铝业-需求多点开花，强者恒强尽享行业高景气_page16_图表31全球钎焊热交换器用轧制铝材的占比.jpg					如果格朗吉斯的市场份额减少5个百分点，华峰铝业的市场份额将超过银邦铝业。					否
金融实体关系解读	sdt	142476	data/figure/sdt/2024-08-04--半导体-海光信息-稀缺CPU+AI双料厂商，深算系列有望迎来质变突破_page21_图39海光DCU产品与国际领先厂商产品对比.jpg					AMD MI100的TDP是否小于NVIDIA H100 SXM的TDP？					是
金融实体关系解读	sdt	142542	data/figure/sdt/2024-06-30--文化传媒-万达电影-深度报告：重整旗鼓，三大战略蓄势待发_page44_图表各公司储备的重要片单截至2024年6月26日.jpg					2024年6月26日，阿里影业的《猎毒》和《独自·上场》是否都已经杀青？					是
金融实体关系解读	lc	150047	data/figure/lc/2023-04-19--中银证券-1季度经济数据点评：产出修复理想、内需尚有空间_page2_图表3三大类投资当月增速均边际收敛.jpg					假设2021年房地产投资增速持续上升，对制造业投资增速有何影响？	制造业投资增速上升	制造业投资增速下降	制造业投资增速保持不变	制造业投资增速波动加剧	A
金融实体关系解读	hg	150332	data/figure/hg/2023-01-13--信达证券-通胀或迎来小阶段上升，但压力不大_page7_图10原油相关行业价格下降.jpg					假设非金属矿物制品业的价格涨幅更大，会对建筑行业产生什么影响？	建筑成本会显著上升	建筑项目数量会减少	建筑材料供应会更加充足	建筑行业利润会大幅增加	A
金融实体关系解读	pg	150612	data/figure/pg/2023-03-07--光学光电子-茂莱光学-茂莱光学深度：工业级精密光学稀缺标的，下游领域多点开花_page21_no_caption.jpg					如果华大智造的市场份额增加到20%，其他企业的市场份额将如何变化？	Illumina的市场份额减少	Oxford Nanopore的市场份额减少	BioSciences的市场份额减少	其他企业的市场份额减少	D
金融实体关系解读	frg	152178	data/figure/frg/2023-01-04--电力行业-金开新能-绿电运营“小而美”，长期发展稳健向好_page5_图3公司股权结构.jpg					如果津诚金石的持股比例减少到50%，谁将成为津诚产业转型升级基金的最大股东？	津诚金石	津融集团	国家开发银行	通用技术集团	B
金融实体关系解读	frg	152186	data/figure/frg/2023-01-11--电网设备-四方股份-电网二次平台型龙头，新能源+储能注入发展新动能_page1_图2四方股份新一代集控站解决方案.jpg					如果四方股份的新一代集控站解决方案被广泛采用，其在电网设备市场的份额是否会显著增加？	是	否	不确定	市场份额会下降	A
金融实体关系解读	frg	152196	data/figure/frg/2023-09-20--石油行业-中国海油-经营管理优异的海上油气巨头_page4_图1中国海油股权结构示意图.jpg					如果中国海洋石油集团有限公司的持股比例增加至65%，对中国海洋石油有限公司的其他股东持股比例有何影响？	其他股东持股比例不变	其他股东持股比例减少	其他股东持股比例增加	无法确定	B
