fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融信息识别	pg	110853	data/figure/pg/2022-12-07--酿酒行业-五粮液-投资价值分析报告：浓香王者业绩稳增长，静待价值回归_page9_图10白酒使用场景分布.jpg					根据图中数据，哪种场景的白酒使用占比最高？	聚会应酬	婚礼办酒	商务送礼		A
金融信息识别	pg	110854	data/figure/pg/2023-09-11--化学制品-永和股份-氟化工产业高度集成者，含氟高分子材料激发成长动能_page9_萤石下游消费结构.jpg					根据图中的数据，氟化工产业中氢氟酸的市场份额占比是多少？	52%	20%	16%		A
金融信息识别	pg	110896	data/figure/pg/2023-06-07--农牧饲渔-华英农业-公司深度分析：世界鸭王，浴火重生_page7_图72022年公司产品结构情况.jpg					根据图中的产品结构情况，哪种产品的占比最高？	羽绒	熟食	冻鸭		A
金融信息识别	pg	111024	data/figure/pg/2022-12-09--玻璃玻纤-金晶科技-TCO玻璃王者，三驾马车驱动成长_page24_图表60晶硅薄膜电池在立面BIPV的应用占比.jpg					根据图中的数据，薄膜电池的市场份额比晶硅电池多多少百分点？	12%	10%	8%		A
金融信息识别	pg	111057	data/figure/pg/2023-12-19--非金属材料-合盛硅业-公司深度报告：把握成本优势，煤电硅一体化产业延伸未来可期_page19_no_caption.jpg					以下哪个行业在图中所占的市场份额最大？	汽车	摩托车和电动	机械制造		A
金融信息识别	sdt	111553	data/figure/sdt/2024-08-23--电子元件-成电光信-北交所首次覆盖报告：网络总线+特种显示双轮驱动，布局民用飞行模拟器+TSN网络总线_page23_表13TSN网络总线在接口通信速率通信方式等方面优于FC网络总线.jpg					如果TSN网络总线和FC网络总线的丢包特性分别为10^-12和10^-12，那么它们的误码率指标是否相同？	是	否	无法确定		A
金融信息识别	sdt	111586	data/figure/sdt/2024-08-15--化学制药-科伦药业-三发驱动，发展驶入快车道_page17_图表28公司已获批上市的部分重点肠外营养新产品情况.jpg					根据图表，哪种产品在2023年4月获得最新获批？	脂肪乳氨基酸(17)葡萄糖(11%)注射液	脂肪乳(10%)/氨基酸(15)/葡萄糖(20%)注射液	中长链脂肪乳/氨基酸(16)/葡萄糖(16%)注射液		C
金融信息识别	lc	120103	data/figure/lc/2023-06-01--国金证券-2023年5月PMI点评：稳需求，时不我待_page2_no_caption.jpg					图中哪一年的从业人员指数最高？	2020年	2021年	2022年	2023年	D
金融信息识别	lc	120119	data/figure/lc/2024-05-23--瑞达期货-【数据分析】地产政策迎来转变，内需复苏仍在持续——4月份经济数据解读_page5_图11社会消费品零售总额分项.jpg					图中社会消费品零售总额累计同比在哪一年开始显著下降？	2019年	2020年	2021年	2022年	B
金融信息识别	lc	120140	data/figure/lc/2023-04-28--平安证券-“日本启示录”系列（五）：回望“安倍经济学”_page11_图表17日本居民部门贷款增速并未持续回升.jpg					根据图表，住房贷款余额同比增速在哪一年达到峰值？	1990	1995	2000	2005	B
金融信息识别	lc	120142	data/figure/lc/2023-10-04--山西证券-2023年9月PMI点评兼论利率影响：经济延续改善，收益率步入震荡_page1_图6PMI采购量生产采购量原材料库存.jpg					图中显示，PMI生产（MA12）在哪一年达到最高点？	2006	2007	2008	2009	B
金融信息识别	frg	120234	data/figure/frg/2024-01-01--半导体-聚辰股份-深度报告：DDR5渗透加速，SPD、车规级EEPROM驱动成长_page2_图1聚辰股份产品种类.jpg					以下哪种产品主要用于存储小规模、经常需要修改的数据？	EEPROM产品	NOR Flash产品	音圈马达驱动芯片	智能卡芯片	A
金融信息识别	frg	120236	data/figure/frg/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page16_图34供应链企业全面参与产业链贸易的各个环节.jpg					在图中，供应链企业通过哪种方式参与产业链各个环节的现金流？	提供贷款解决参与者资金问题	直接投资上游原料商	直接销售产品给下游经销商	提供物流服务	A
金融信息识别	frg	120529	data/figure/frg/2023-01-26--消费电子-拓邦股份-新能源业务快速发展，盈利改善拐点已现_page9_图15公司业务增长逻辑.jpg					图中提到的新能源业务快速增长的主要驱动力是什么？	能源危机推动高需求、行业高增速	控制器单价价值量提升	下游客户创新产品频出	工程师福利释放，国内技术赶超	A
金融信息识别	frg	120535	data/figure/frg/2023-01-26--消费电子-拓邦股份-新能源业务快速发展，盈利改善拐点已现_page17_图40公司电动工具智控器战略布局.jpg					根据图片内容，以下哪项描述最符合拓邦股份在电动工具智控器战略布局中的独特组合？	电控+电机+电池+电源+物联网平台	控制器+电机+电池包+模组+整机	技术平台+产品平台+定制方案	高效电机+智能控制器+锂电池业务	A
金融信息识别	pg	120644	data/figure/pg/2022-11-22--医疗器械-戴维医疗-公司首次覆盖报告：电动吻合器龙头企业，联盟集采驱动业绩腾飞_page10_图162020年腔镜吻合器销售金额远超开放吻合器亿元.jpg					根据图中的销售金额占比情况，智能（电动）吻合器的销售金额是腔镜手动吻合器的多少倍？	0.23	0.34	0.22	0.25	C
金融信息识别	pg	120694	data/figure/pg/2023-11-16--互联网服务-赛维时代-深度报告：全链路时尚产业跨境电商，品牌化发展未来可期_page12_图242020年全球消费者跨境购物的首选跨境电商平台.jpg					根据图中数据，2020年全球消费者跨境购物的首选跨境电商平台中，亚马逊的占比为多少？	26%	33%	19%	11%	A
金融信息识别	pg	120797	data/figure/pg/2023-05-26--贵金属-紫金矿业-铜金主业稳步成长，矿业龙头持续扩张_page12_no_caption.jpg					根据饼图，哪种业务的占比最高？	铜业务	黄金业务	锌(铅)业务	其他产品	A
金融信息识别	pg	120805	data/figure/pg/2023-07-07--贵金属-紫金矿业-资源布局加速，矿业龙头稳固_page23_no_caption.jpg					根据饼图，黄金首饰的市场份额占比是多少？	25.80%	65.30%	8.80%	50%	B
金融信息识别	pg	120836	data/figure/pg/2023-04-05--证券-中原证券-2022年报点评：全年业绩承压，资管业务成为亮点_page7_评级分布RatingDistribution.jpg					根据饼图，最新季度和上一季度的评级分布中，'优于大市'的比例是多少？	89.40%	9.20%	1.50%	1.40%	A
金融信息识别	pg	120842	data/figure/pg/2023-06-21--通用设备-铂力特-首次覆盖报告：新材料系列#6：金属增材制造龙头；技术变革引领行业蓝海_page11_图252021年全增材市场拆分按材料.jpg					根据饼图，金属材料在全增材市场中的占比是多少？	36.10%	63.90%	50%	25%	A
金融信息识别	pg	120881	data/figure/pg/2022-12-23--酿酒行业-金种子酒-深度报告：华润赋能，金种子如何突出重围？_page9_图1520202021年间广告促销费用突出.jpg					根据饼图，促销费用占总广告促销费用的比例是多少？	29.33%	29.71%	40%	50%	A
金融信息识别	hg	121787	data/figure/hg/2023-02-07--平安证券-中国经济开年展望系列（五）：市场主体预期的新变化_page6_图表14IMF预计2023年我国经济增速或达52.jpg					根据图表，哪个国家或地区的经济增长预测为负值？	英国	日本	俄罗斯	欧元区	A
金融信息识别	hg	121824	data/figure/hg/2023-03-21--腾景数研-基于腾景AI高频模拟和预测：央行降准：稳固1-2月经济运行走势_page12_no_caption.jpg					根据直方图，哪个行业的增长率最高？	卫生	公共设施管理业	信息传输业	仓储业	A
金融信息识别	hg	121861	data/figure/hg/2023-04-24--万和证券-二季度宏观展望：经济复苏的成色如何？_page2_图2社零主要分项累计增速.jpg					根据直方图，哪一类商品在2023年3月的增长速度最快？	金银珠宝类	中西药品类	文化办公用品类	家具类	B
金融信息识别	hg	121978	data/figure/hg/2023-10-20--中国银河-十载初折桂，百年新征程：推动“一带一路”战略发展的宏观意义与主题投资机会_page23_图31一带一路沿线国家对我国的进出口占我国GDP的比重.jpg					根据直方图，哪一年的出口占比最高？	2023	2024	2025	2026	A
金融信息识别	hg	140336	data/figure/hg/2024-08-05--艾德证券期货-美股策略：大选、降息，谁将主导市场？_page15_7月美股7大科技巨头股价表现.jpg					特斯拉的股价在2024年8月5日为正数吗？					是
金融信息识别	hg	140351	data/figure/hg/2024-03-05--粤开证券-【粤开宏观】政府工作报告释放的九大信号_page2_图表1政府工作报告词频统计.jpg					2024年的“就业”一词在直方图中的频率明显高于2023年吗？					否
金融信息识别	hg	140375	data/figure/hg/2024-01-25--海通国际-全球能源转型：越南新能源深度探究；越南绿色革命的机遇_page10_图26海通国际全球新能源覆盖收益率.jpg					直方图显示大多数公司的净负债股权比率在0%到50%之间。					是
金融信息识别	frg	140826	data/figure/frg/2022-12-04--电网设备-四方股份-电网二次平台型龙头，新能源+储能注入发展新动能_page10_图9新型电力系统建设重点更多聚焦于二次设备.jpg					EMS（能量控制系统）是否属于储能系统的一部分？					是
金融信息识别	pg	141226	data/figure/pg/2023-12-26--电子化学品-广钢气体-国内电子大宗气体龙头，发力布局电子特气业务_page22_图20中国氦气主要消费区域.jpg					根据图中所示，江苏是中国氦气主要消费区域中占比最高的省份，其具体比例达到了34%。					是
金融信息识别	pg	141250	data/figure/pg/2023-01-19--互联网服务-宝信软件-深度报告（2）：国之重器，高端智能制造龙头肩负使命，巨舰起航_page31_图272019年生产控制类软件结构.jpg					根据图中所示，MES类软件的市场占有率最高，其具体比例达到了29%。					是
金融信息识别	pg	141289	data/figure/pg/2023-12-12--家用轻工-致欧科技-海外线上家居龙头，从产品到供应链全面树立壁垒_page25_图512022年美国电商中亚马逊的份额绝对领先.jpg					根据饼图，亚马逊在美国电商市场中的份额是否超过30%？					是
金融信息识别	pg	141312	data/figure/pg/2023-07-13--通用设备-华曙高科-工业级增材设备国内龙头，高分子材料＋增材产品打开第二成长曲线_page23_no_caption.jpg					根据饼图，中国市场的份额占比超过50%。					是
金融信息识别	sdt	142377	data/figure/sdt/2024-09-17--中药-贵州三力-立足开喉剑，内生与外延双轮驱动_page6_图表92018年版基药目录儿科中成药.jpg					小儿柴桂退热颗粒（口服液）和小儿金翘颗粒的解表剂功能是否相同？					否
