fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
财务数据统计	pg	110714	data/figure/pg/2022-10-12--化学制药-海普瑞-成本改善、出口放量驱动业绩增长_page9_图表12依诺肝素制剂各企业市场份额2019.jpg					2019年依诺肝素制剂市场中，赛诺菲的市场份额占比是多少？	55.60%	12.10%	6.50%		A
财务数据统计	pg	110729	data/figure/pg/2023-10-11--食品饮料-安井食品-首次覆盖：速冻龙头稳经营，预制菜肴助增长_page5_图112021年速冻面米制品行业格局情况.jpg					根据2021年速冻面米制品行业格局情况，哪个品牌的市场份额最大？	三全	思念	湾仔码头		A
财务数据统计	pg	110747	data/figure/pg/2024-02-29--化学制品-永和股份-周期与成长共振的氟化工一体化企业_page26_图表582021年FEP下游需求分布.jpg					在2021年FEP下游需求分布中，占比最大的业务是什么？	电线电缆	防腐涂层及内衬	管材器件		A
财务数据统计	pg	110749	data/figure/pg/2023-10-13--通用设备-中核科技-核电行业景气上行，公司有望乘风而起_page16_图23核电固定资产投资占比2018年.jpg					2018年核电固定资产投资中，基础设施占比为多少？	40%	50%	10%		A
财务数据统计	pg	110898	data/figure/pg/2024-01-07--有色金属-天山铝业-电解铝龙头，一体化+海外拓展打造第二成长曲线_page10_图162022年电解铝下游需求结构.jpg					2022年电解铝下游需求中，建筑地产和交通运输的市场份额差距是多少百分点？	2%	3%	4%		A
财务数据统计	pg	110928	data/figure/pg/2024-03-24--化纤行业-新凤鸣-新凤鸣首次覆盖报告：长丝主业加速复苏，炼化布局未来可期_page5_图6公司不同板块毛利贡献2022.jpg					化纤业务的毛利贡献占比是多少？	84%	14%	2%		A
财务数据统计	pg	111047	data/figure/pg/2023-11-13--化肥行业-盐湖股份-主要产品销量增长，锂盐项目稳步推进_page5_评级分布RatingDistribution.jpg					在最近一个完整季度中，'Underperform'的评级占比为多少？	1.10%	9.60%	89.30%		A
财务数据统计	fs	111310	data/figure/fs/2023-11-22--通信服务-中国电信-季报点评：净利润双位数增长，布局战略新兴产业_page3_财务报表预测和估值数据汇总.jpg					2025E 年的营业利润占营业收入的比例是多少？	8.60%	9.40%	10.20%		B
财务数据统计	fs	111313	data/figure/fs/2023-11-28--消费电子-光弘科技-华为核心供应商，海外稀缺产能爆单_page3_财务预测与估值.jpg					2023 年的营业利润占营业收入的比例是多少？	10%	15%	20%		A
财务数据统计	fs	111319	data/figure/fs/2023-12-06--医疗器械-春立医疗-关节领域国产领头羊，集采影响逐渐出清_page34_附表财务预测与估值.jpg					2025E 年的营业利润增长率是多少？	20%	25%	30%		B
财务数据统计	fs	111357	data/figure/fs/2024-02-19--计算机设备-新国都-公司跟踪报告：分红位于计算机板块前列_page3_财务报表分析和预测.jpg					2022年至2025年期间，营业总收入增长幅度最大的一年是哪一年？	2023年	2024年	2025年		B
财务数据统计	fs	111415	data/figure/fs/2024-05-05--食品饮料-天润乳业-2024年一季报点评：疆外持续扩张，新农并表短期承压_page2_天润乳业三大财务预测表.jpg					2023年与2025年相比，归属于母公司股东权益的增长百分比是多少？	16.80%	20.40%	24.70%		B
财务数据统计	fs	111427	data/figure/fs/2024-05-23--电网设备-金盘科技-2024Q1盈利能力保持稳定，海外营收占比快速提升_page2_表2财务数据.jpg					2023 年至 2026 年，净利润增长最快的年份是哪一年？	2023 年	2024 年	2025 年		B
财务数据统计	fs	111448	data/figure/fs/2024-07-07--家电行业-盾安环境-盾安环境：Q2收入增长环比提速，收购上海大创深化热管理布局_page2_no_caption.jpg					2024E 年的营业总收入与 2023A 年相比，增长了多少百分比？	15.60%	17.80%	19.20%		C
财务数据统计	fs	111475	data/figure/fs/2024-08-17--家用轻工-嘉益股份-24H1业绩超预期，大客户订单延续高增长_page2_no_caption.jpg					2023A 年至 2026E 年，营业利润增长最快的年份是哪一年？	2024E	2025E	2026E		A
财务数据统计	sdt	111491	data/figure/sdt/2024-09-24--交运设备-春风动力-中国全地形车及中大排摩托车龙头，出海、高端化引领新成长_page16_表6春风动力过往四轮全地形车的产品矩阵梳理.jpg					从2016年到2025年，春风动力的全地形车产品线中，哪一年新增加了最多的新车型？	2019	2020	2024		C
财务数据统计	sdt	111500	data/figure/sdt/2024-09-23--美容护理-润本股份-差异化深耕“小品类”，打造优质国货“大品牌”_page34_表13可比公司估值比较.jpg					计算2024年平均PEG值，并判断哪家公司的PEG值最接近平均值？	珀莱雅	贝泰妮	巨子生物		B
财务数据统计	sdt	111534	data/figure/sdt/2024-08-26--酿酒行业-珠江啤酒-量价齐升趋势延续，1H24实现高质量增长_page1_图表1珠江啤酒2024年半年报业绩.jpg					根据2024年第二季度的数据，珠江啤酒的毛利率为多少？	53.10%	48.20%	45.50%		A
财务数据统计	sdt	111539	data/figure/sdt/2024-08-25--银行-齐鲁银行-详解齐鲁银行2024年半年报：业绩稳健；稳步扩表；资产质量优化_page10_图表14齐鲁银行县域金融主要指标.jpg					根据图表数据，2023年1H的农户e贷授信额度比2022年的增长了多少？	4.19亿元	5.19亿元	6.19亿元		A
财务数据统计	sdt	111650	data/figure/sdt/2024-07-15--医疗器械-英科医疗-手套防护领军企业，成本优势铸就价值_page8_图表13英科医疗在国内主要手套厂商中收入规模及毛利率领先.jpg					2020年，英科医疗的收入增速为660.2%，蓝帆医疗的收入增速为302.4%，中红医疗的收入增速为309.9%。请问哪一家公司的收入增速最高？	英科医疗	蓝帆医疗	中红医疗		A
财务数据统计	sdt	111668	data/figure/sdt/2024-07-01--航空机场-海航控股-离了个大谱！你敢信！海航居然也能跌到面值退市边缘！？_page10_海航控股2023年年报.jpg					根据2024年5月的数据，国际航线的收入客公里（RPK）环比变动和同比变动分别是多少？	-2.30% 和 145.30%	-2.39% 和 8.61%	-2.49% 和 -0.83%		A
财务数据统计	sdt	111724	data/figure/sdt/2024-06-14--消费电子-安克创新-跨境电商龙头企业，成长动能充沛_page25_图46公司收入预测情况亿元.jpg					根据表格数据，2023年充电类产品的毛利润为多少？	76.2	89.9	104.9		A
财务数据统计	sdt	111825	data/figure/sdt/2024-03-20--半导体-扬杰科技-功率龙头有望进入边际改善周期_page14_图表3220212027年SiC器件各市场规模预测.jpg					2021年至2027年，哪个领域的SiC器件市场规模复合增长率（CAGR）最高？	Automotive	Energy	Telecom&Infrastructure		A
财务数据统计	sdt	111850	data/figure/sdt/2024-03-10--软件开发-思维列控-基本盘业务稳定，“铁路信息化+设备更新”双轮驱动_page2_表1收入成本拆分表.jpg					根据表格数据，2023E年LJK系统收入的同比增长率是多少？	22.00%	24.00%	25.00%		A
财务数据统计	sdt	111856	data/figure/sdt/2024-03-10--消费电子-威贸电子-线束组件赛道欣欣向荣_page17_表6公司盈利预测.jpg					根据表格数据，2023年线束业务的收入增速为多少？	10.90%	15.00%	17.00%		A
财务数据统计	sdt	111857	data/figure/sdt/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page22_表6公司营收拆分单位亿元.jpg					根据表格数据，2023年预计差速器的毛利率为多少？	8.00%	20.00%	23.00%		A
财务数据统计	sdt	111887	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page54_表3920222025E全球及国内内饰氛围灯市场空间测算.jpg					根据表格数据，2023年国内中高端汽车产量预计为多少万辆？	929	1081	1229		A
财务数据统计	sdt	111903	data/figure/sdt/2024-02-20--通信服务-普天科技-深度报告：央企平台+产业卡位，市值重估与卫星放量预期共振_page53_图表分产品预测表.jpg					根据表格数据，2023年专网通信的收入预计为多少亿元？	26.53	35.69	42.29		A
财务数据统计	lc	120004	data/figure/lc/2024-08-30--华泰期货-中国货币政策系列七：央行现券买断交易支持特别国债到期续作_page5_图7国债收益率曲线变动丨单位.jpg					SLF（亿元）在哪一年达到峰值？	2020	2021	2022	2023	A
财务数据统计	lc	120049	data/figure/lc/2024-01-19--华福证券-2023年四季度及全年经济数据解析_page6_图表82023年四季度消费一直维持在较高增速.jpg					哪一年的社会消费品零售总额当月同比增速波动最大？	2020年	2021年	2022年	2023年	A
财务数据统计	lc	120143	data/figure/lc/2024-07-29--中银证券-2024年度下半年宏观经济与大类资产配置展望：冷眼向洋看世界_page10_图表16基建房地产对投资增速的贡献表现.jpg					哪一年房地产投资增速达到最低点？	15-Aug	16-Feb	16-May	17-May	A
财务数据统计	lc	120173	data/figure/lc/2023-08-22--中国银河-7月财政收支分析：广义收支持续偏弱，需地产及准财政政策托底_page4_图10地方政府性基金收支同比增速mathbfnabla.jpg					哪个时间段内，地方政府性基金支出累计同比增速首次转为负值？	2021年Q3	2021年Q4	2022年Q1	2022年Q2	B
财务数据统计	lc	120183	data/figure/lc/2023-06-27--西南证券-宏观周报：原材料价格周环比回升，地产假期销售改善_page2_图86月乘用车日均销量同比下降.jpg					图中哪一年的同比增长率最低？	2018年	2019年	2020年	2022年	C
财务数据统计	frg	120345	data/figure/frg/2023-03-17--美容护理-丸美股份-丸美线上转型成效渐显，恋火放量贡献新增长极_page5_图表2截止2022年三季报丸美股份股权结构.jpg					广州丸美生物技术股份有限公司的总持股比例是多少？	72.64%	80.71%	85.19%	100%	D
财务数据统计	frg	120356	data/figure/frg/2023-12-21--医疗服务-百普赛斯-重组蛋白试剂龙头，创新产品不断升级_page4_图1公司股权结构图截至2023年10月31日.jpg					百普赛斯的股东中，陈宜顶和苗景赞的持股比例之和是多少？	32.45%	33.45%	34.45%	35.45%	A
财务数据统计	pg	120896	data/figure/pg/2023-11-10--食品饮料-双汇发展-高分红的屠宰及肉制品龙头，持续加码预制菜等新业务_page18_图302021年我国预制菜消费端的B端及C端结构.jpg					2021年我国预制菜消费端的B端市场占比是多少？	36%	64%	50%	70%	B
财务数据统计	fs	121100	data/figure/fs/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page15_图表20江苏银行盈利预测表.jpg					根据预测，江苏银行2025E的净息差与2023A相比下降了多少百分点？	0.29%	0.31%	0.33%	0.35%	A
财务数据统计	fs	121103	data/figure/fs/2024-08-15--酿酒行业-重庆啤酒-收入端韧性十足，内外兼修赋能业绩稳健发展_page1_.jpg					2026E 年的股东权益合计与少数股东权益相差多少？	7,538 百万元	7,495 百万元	7,436 百万元	7,371 百万元	A
财务数据统计	fs	121129	data/figure/fs/2024-07-18--农牧饲渔-佩蒂股份-代工恢复+品牌快增，盈利改善持续兑现_page1_.jpg					2023年至2026年期间，净利润在哪一年达到最大值？	2023年	2024年	2025年	2026年	D
财务数据统计	fs	121133	data/figure/fs/2024-07-15--化学制药-亿帆医药-Q2业绩符合预期，医药产品持续放量_page2_.jpg					2024E 年与 2022 年相比，存货增长了多少？	174 百万	194 百万	203 百万	214 百万	B
财务数据统计	fs	121141	data/figure/fs/2024-07-05--生物制品-锦波生物-24H1预告同增165-183%，大超市场预期_page1_财务预测摘要.jpg					根据资产负债表，2023年与2025E年相比，流动资产合计的变化幅度是多少？	增加27.8%	减少15.6%	增加42.9%	减少23.4%	C
财务数据统计	fs	121154	data/figure/fs/2024-06-21--工程建设-中国化学-工程合同金额稳步增长，实业新材料投产在即_page3_no_caption.jpg					2023 年的少数股东权益占股东权益合计的比例是多少？	11.50%	12.60%	13.70%	14.80%	A
财务数据统计	fs	121218	data/figure/fs/2024-04-16--电池-宁德时代-2024年一季报点评：业绩持续超预期，龙头尽显风范_page7_宁德时代三大财务预测表.jpg					2024E 年和 2025E 年的流动资产合计相差多少？	126,739 百万元	138,675 百万元	150,571 百万元	162,467 百万元	A
财务数据统计	fs	121240	data/figure/fs/2024-03-27--消费电子-拓邦股份-平台优势突出，毛利改善显著_page1_no_caption.jpg					2023 年至 2025E 年期间，主营业务收入的年均复合增长率是多少？	12.90%	12.70%	12.40%	13.10%	A
财务数据统计	fs	121256	data/figure/fs/2024-03-12--家电行业-海信视像-海信视像24年员工持股计划点评：激励落地，重在长期_page2_财务报表与盈利预测.jpg					根据资产负债表，2023E年与2024E年相比，流动资产的差值是多少？	5637	4893	5433	6127	A
财务数据统计	fs	121287	data/figure/fs/2024-02-05--钢铁行业-东方铁塔-老挝钾矿再下一城，钾肥业务持续成长_page7_no_caption.jpg					2023E 年与 2025E 年相比，营业收入的差值是多少？	941 百万元	1,279 百万元	1,676 百万元	2,235 百万元	D
财务数据统计	fs	121297	data/figure/fs/2024-01-28--汽车整车-赛力斯-Q4交付放量大幅减亏，M9上市有望进一步带动盈利回暖_page3_no_caption.jpg					2025E 年的营业总收入相较于 2024E 增长了多少？	3.80%	6.70%	10.20%	12.50%	B
财务数据统计	fs	121299	data/figure/fs/2024-01-25--中药-华润三九-业绩预告符合预期，Q4高基数下表现稳健_page1_图表1华润三九财务预测模型.jpg					2024E 年和 2025E 年的流动资产合计相差多少？	3818 百万元	4018 百万元	4218 百万元	4418 百万元	A
财务数据统计	fs	121361	data/figure/fs/2023-11-22--塑料制品-斯迪克-公司动态研究报告：功能性复合材料领军企业，折叠屏+VR驱动业务快速成长_page2_公司盈利预测百万元.jpg					2023E 年与 2024E 年相比，营业利润的差值是多少？	-15	-165	-183	-300	A
财务数据统计	fs	121362	data/figure/fs/2023-11-22--通信服务-中国电信-季报点评：净利润双位数增长，布局战略新兴产业_page3_财务报表预测和估值数据汇总.jpg					根据资产负债表，2025E年的总资产相较于2021A年增长了多少？	68.40%	73.20%	81.50%	90.30%	C
财务数据统计	fs	121363	data/figure/fs/2023-11-20--互联网服务-航天宏图-军队采购资质恢复，国债项目有望推动业务高增长_page1_盈利预测表.jpg					从 2022 年到 2025E 年，货币资金的年均复合增长率是多少？	-13.40%	-10.20%	-8.60%	-6.90%	B
财务数据统计	sdt	121375	data/figure/sdt/2024-09-24--光伏设备-迈为股份-HJT整线设备龙头受益于行业规模扩产在即，泛半导体领域加速布局_page54_表19国内CellModule制程激光设备每年的市场空间在25亿元左右.jpg					2025年预计国内Module制程激光设备市场空间占整体激光设备市场的比重是多少？	5%	10%	15%	20%	A
财务数据统计	sdt	121394	data/figure/sdt/2024-09-15--仪器仪表-宁水集团-公司深度报告：水表领域行业领先，稳健发展行稳致远_page26_表14宁水集团收入量价拆分预测.jpg					根据表格数据，2023年智能表的收入同比增速为多少？	15%	14%	16%	17%	A
财务数据统计	sdt	121397	data/figure/sdt/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page21_图表44可比公司估值比较.jpg					根据图表，哪一家公司的2023年预期EPS与实际EPS的差值最大？	通富微电*	华天科技*	晶方科技*	甬矽电子*	D
财务数据统计	sdt	121421	data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page25_图表国内MDI供需平衡表.jpg					2021年与2020年相比，国内MDI产量增加了多少万吨？	50	53	57	60	A
财务数据统计	sdt	121423	data/figure/sdt/2024-08-20--化学制品-万华化学-系列深度之五：深度报告：聚氨酯优势加强，新材料接力成长_page30_图表2023年国内聚氨酯市场规模估算.jpg					根据图表，2023年聚氨酯市场规模估算为2309亿元，其中原料需求额估算为1293亿元，请问原料需求额占总市场规模的比例是多少？	56%	48%	60%	52%	A
财务数据统计	sdt	121437	data/figure/sdt/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page13_no_caption.jpg					2023年财富客户、私行客户的AUM相比2022年增长了多少亿元？	600	300	900	1200	A
财务数据统计	sdt	121574	data/figure/sdt/2024-05-24--食品饮料-天味食品-川调龙头产品长青，内延外拓渠道焕新_page27_表620222026E公司营业收入百万元及毛利率预测.jpg					根据表格数据，2023年中式调料的收入增长率比火锅底料高多少百分点？	26.60%	28.60%	30.60%	32.60%	A
财务数据统计	sdt	121591	data/figure/sdt/2024-05-15--银行-常熟银行-详解常熟银行2024年一季报：息差环比回升，营收、业绩保持高增速_page4_图表10常熟银行资产质量情况.jpg					根据图表数据，常熟银行2023年第三季度的拨备覆盖率与2022年的同比变化是多少？	-8.14%	1.19%	-7.95%	0.19%	A
财务数据统计	sdt	121595	data/figure/sdt/2024-05-13--光伏设备-福莱特-玻璃龙头，盈利上行_page13_表5各省听证会产能公示情况.jpg					根据第一批产能公示情况，江苏凯盛新材料有限公司的产能总量是多少？	1200 t/d	2400 t/d	3600 t/d	4800 t/d	A
财务数据统计	sdt	121634	data/figure/sdt/2024-03-23--化学制品-信德新材-公司首次覆盖报告：负极包覆材料翘楚，一体化奠定竞争优势_page10_表620202021信德新材在江西紫宸包覆材料供货中占比超bf60.jpg					根据2021年数据，江西紫宸的负极包覆材料添加量为多少？	12.97%	11.88%	10.21%	11%	A
财务数据统计	sdt	121646	data/figure/sdt/2024-03-13--医药商业-九州通-医药流通领域民营龙头，创新战略落地有望迎来估值重塑_page27_图表43公司估值与同类公司相比具备性价比.jpg					根据表格数据，哪一家公司在2025年的预期归母净利润增速与2024年相比下降最多？	国药控股	上海医药	华润医药	百洋医药	B
财务数据统计	sdt	121655	data/figure/sdt/2024-03-08--汽车零部件-豪能股份-同步器行业龙头，打造差速器、航空航天新成长曲线_page22_表6公司营收拆分单位亿元.jpg					根据表格数据，2023年差速器业务的毛利率比2022年提高了多少百分点？	4.15%	4.35%	4.55%	4.75%	A
财务数据统计	sdt	121669	data/figure/sdt/2024-03-01--汽车零部件-星宇股份-自主车灯龙头的复盘与展望_page48_表322023年分车系代表性车型车灯配置情况DLP车灯.jpg					在所有车型中，哪款车的车身形式为SUV且价格区间最低？	问界M9	北京奔驰C级L	华仁运通HiPhi Z	长城汽车WEY VV6	D
财务数据统计	hg	121886	data/figure/hg/2024-03-17--国联证券-宏观专题报告：地产长周期拐点后的产业结构变化_page2_图表22020与2023年三大需求占GDP比重的对比.jpg					2023年投资占比相较于2020年有何变化？	增加	减少	保持不变	无法确定	B
财务数据统计	hg	121936	data/figure/hg/2023-09-22--中诚信国际-宏观经济与大类资产配置月报（2023年8月）：政策发力经济边际改善，关注短期内的风险资产结构性机会_page5_图7今年二季度拼多多营收增长较快.jpg					阿里和京东的营收增速总和是多少？	21.51%	20.00%	25.00%	18.00%	A
财务数据统计	hg	121944	data/figure/hg/2022-10-28--中银证券-1-9月工企利润数据点评：盈利单月降幅收窄，结构继续优化_page2_图表4三大行业在当月工业企业利润结构中占比.jpg					采矿业在过去12个月平均的利润占比是多少？	15.30%	23.00%	20%	10%	A
财务数据统计	hg	121947	data/figure/hg/2023-08-15--中国银河-7月经济数据解读：政策预期再加码，坚守A股主线投资逻辑_page6_图9中国社会消费品零售总额分类同比增速.jpg					餐饮收入的社会消费品零售总额当月同比增速在2023年6月和7月分别是多少？	3.0% 和 2.3%	4.2% 和 3.8%	1.7% 和 1.0%	16.1% 和 15.8%	D
财务数据统计	hg	121961	data/figure/hg/2024-03-15--麦高证券-宏观研究周报：本周两会召开，市场或将延续震荡走势_page5_图表3行业涨跌幅统计.jpg					哪个行业在本周表现最好？	计算机	电子	机械设备	家用电器	A
财务数据统计	lc	140016	data/figure/lc/2023-04-03--东吴证券-宏观点评：不要忽视了经济的亮点和预期的拐点_page7_图12水泥发运率持续放缓.jpg					2020年的水泥发运率在2月达到最低点。					是
财务数据统计	lc	140032	data/figure/lc/2024-07-10--开源证券-宏观经济点评：消费增长延续以价换量_page2_图22024年6月食品CPI环比降幅扩大.jpg					2024年6月鲜菜CPI环比增幅是否超过5%？					否
财务数据统计	lc	140051	data/figure/lc/2024-02-25--东吴证券-国内宏观经济周报：春节后国内经济“首秀”表现如何？_page14_图28农产品价格节后回落.jpg					2022年和2023年的农产品批发价格指数在12月均高于130。					是
财务数据统计	lc	140087	data/figure/lc/2023-10-27--格林期货-宏观经济专题报告：特别国债与短期利率_page2_图1地方政府国有土地使用权出让金收入和支出.jpg					2019年和2020年的低谷值是否低于10000亿元？					否
财务数据统计	lc	140108	data/figure/lc/2023-06-07--中泰证券-宏观经济周刊：国内地产销售趋缓，海外加息预期再升温_page12_图表27主要经济体制造业PMI.jpg					德国制造业PMI在2023年5月高于法国制造业PMI。					否
财务数据统计	lc	140132	data/figure/lc/2024-02-27--国金证券-大类资产周报第19期：海外市场新高背后的“分化”？_page13_图表44当周土耳其和巴西10Y利率上涨.jpg					2022年第二季度，巴西10Y利率高于土耳其10Y利率。					是
财务数据统计	lc	140159	data/figure/lc/2023-11-22--招银国际-2024年美国经济展望：在软着陆与温和衰退之间_page13_图37薪资增速与核心通胀.jpg					核心CPI在2020年后显著上升。					是
财务数据统计	lc	140182	data/figure/lc/2024-02-22--中国银河-宏观专题报告：美国库存回升，中国出口转正_page1_图1美国利率在2022年3月加速上行在2023年10月见顶回落.jpg					2020年1月至2021年1月，美国10年期国债收益率低于1%。					否
财务数据统计	lc	140248	data/figure/lc/2023-11-22--首创证券-10月经济数据点评：10月经济延续弱修复_page2_图4服务业生产指数.jpg					2021年服务业生产指数是否达到过7.5以上？					是
财务数据统计	lc	140266	data/figure/lc/2024-02-26--国金证券-海外周度观察：“廉价的”日本！_page9_图表25美国劳动生产率增速已经转正.jpg					实际GDP增速在2020年出现负增长。					是
财务数据统计	hg	140293	data/figure/hg/2023-06-02--粤开证券-【粤开宏观】从财税视角看海南：“热带宝地”的财政债务形势_page7_图表52020年海南省创造的税收收入来源分行业对比.jpg					房地产业是海南省创造税收收入最高的行业					是
