fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融情景分析	pg	141085	data/figure/pg/2023-10-11--食品饮料-安井食品-首次覆盖：速冻龙头稳经营，预制菜肴助增长_page12_图31按食用方式分类预制菜结构情况.jpg					如果将即食和即配的市场份额合并，其总和是否超过即热的市场份额？					是
金融情景分析	pg	141142	data/figure/pg/2023-12-05--旅游酒店-天目湖-疾风劲雨过，云开月明_page9_图172023年中国亲子研学旅行消费者活动目的地偏好.jpg					如果将所有跨省和国外的活动目的合并，其市场份额总和将超过50%。					是
金融情景分析	pg	141364	data/figure/pg/2023-12-28--非金属材料-天马新材-北交所首次覆盖报告：氧化铝粉体稀缺“小巨人”迎产能释放，半导体与消费电子复苏带动需求回升_page21_图302022全球电子玻璃产能由康宁旭硝子等主导.jpg					如果康宁和旭硝子的市场份额合并，是否超过50%？					是
金融情景分析	pg	141435	data/figure/pg/2023-06-07--电力行业-江苏国信-长三角火电四小龙系列（一）首次覆盖报告：金融奠基，火电进击_page10_图24十三五期间江苏省新增装机容量结构单位万千瓦.jpg					如果将水电和核电的市场份额合并为一类，这一类别市场份额将超过风电。					否
金融情景分析	pg	141447	data/figure/pg/2023-12-14--通用设备-泰嘉股份-锯切、电源双轮驱动，电源业务加速成长_page19_图262022年中国充电桩市场竞争格局.jpg					如果将市场份额低于5%的企业合并为一类，这一类别市场份额将超过业务'A'。					是
金融情景分析	sdt	142409	data/figure/sdt/2024-08-23--电子元件-成电光信-北交所首次覆盖报告：网络总线+特种显示双轮驱动，布局民用飞行模拟器+TSN网络总线_page18_表8LED球幕视景显示系统有明显的竞争优势.jpg					根据自主可控性分析，LED球幕视景系统的技术自给率较高，而基于投影显示技术的视景显示系统容易受到技术“卡脖子”影响，因此在长期投资中应优先选择LED球幕视景系统。					是
金融情景分析	lc	150073	data/figure/lc/2024-07-16--华泰期货-中国2024年上半年经济数据图景：形有波动、势仍向好_page5_图96月生产资料PPI同比mathbf08丨单位YOY.jpg					假设2023年底加工行业PPI同比增速大幅上升，2024年的工业利润会有何影响？	工业利润会显著增加	工业利润会略有下降	工业利润会保持平稳	工业利润会大幅下降	A
金融情景分析	hg	150127	data/figure/hg/2022-12-22--平安证券-宏观深度报告：2023年国内外物价展望_page27_no_caption.jpg					如果所有国家的偿债比率都提高到与中国相同的水平，全球家庭部门的财务压力会如何变化？	大幅增加	略有增加	保持不变	大幅减少	A
金融情景分析	hg	150155	data/figure/hg/2022-10-25--中泰证券-9月经济数据点评：复苏中的三个“背离”_page6_图表9限额以上分类消费增速变化.jpg					假设2022年9月的粮油食品消费增速与8月持平，那么该类别的消费变化趋势会如何？	明显下降	略有下降	保持稳定	显著上升	C
金融情景分析	hg	150208	data/figure/hg/2022-10-26--中航证券-2022年9月及前三季度经济数据点评：全年经济“√”型确立，但复苏基础依然不牢固_page10_图17房地产开发投资完成额相关数据当月同比走势.jpg					假设2022年1-9月计算机、通信和其他电子设备制造业的投资额与2022年1-8月持平，那么该行业在第三季度的表现如何？	增长	停滞	下滑	波动	B
金融情景分析	hg	150217	data/figure/hg/2024-04-24--国金证券-流动性“新知”系列：债市的核心矛盾？_page8_图表215月地方债新券计划发行规模上升.jpg					如果4月份的再融资券发行规模上升至2000亿元，这会如何改变发债计划的整体结构？	专项新券占比增加	一般新券占比减少	整体发债规模不变	对整体发债规模有显著影响	B
金融情景分析	hg	150259	data/figure/hg/2023-08-09--信达证券-暨出口份额分析框架：出口的短期机会与长期挑战_page7_图6出口份额三大力量的分解结果.jpg					假设2016年中国额外上升的比例为负值的情况没有出现，那么被动上升的比例会如何变化？	显著增加	略有增加	保持不变	显著减少	D
金融情景分析	hg	150262	data/figure/hg/2023-12-01--国海证券-政策研究深度报告：2024年宏观经济形势与政策展望_page15_国际机构对2024年中国经济预测.jpg					如果2024年IMF预测的中国经济增长率降低到4.4%，那么与世界银行的预测相比，会有什么结果？	与世界银行的预测一致	高于世界银行的预测	低于世界银行的预测	无法确定	A
金融情景分析	hg	150295	data/figure/hg/2023-05-12--中信期货-4月金融数据点评：居民贷款暂时减少，企业贷款相对积极_page1_图表1新增社会融资规模及其分项的当月值.jpg					如果外币贷款从-319亿元变为正数，比如500亿元，那么对整体社会融资规模的影响是什么？	显著增加	略有增加	没有影响	减少	B
金融情景分析	hg	150296	data/figure/hg/2024-03-08--东海证券-美国财政研究系列之一：美国财政：历史与趋势_page12_图122022年美国政府收入来源结构.jpg					如果地方政府的税收收入占比下降到40%，其他收入占比上升到20%，这将如何影响整体政府收入结构？	地方政府税收收入占比下降，其他收入占比上升	地方政府税收收入占比不变，其他收入占比上升	地方政府税收收入占比下降，其他收入占比不变	地方政府税收收入占比不变，其他收入占比下降	A
金融情景分析	hg	150302	data/figure/hg/2024-06-05--甬兴证券-流动性5月第3期：新发基金现增长，北向两融筑科技_page5_图14其中沪股通ETF买卖总额141亿元占比约66.jpg					假设北向两融筑科技在2024年5月的ETF买卖总额为100亿元，而不是141亿元，这会对整体ETF买卖总额产生什么影响？	整体ETF买卖总额会显著下降	整体ETF买卖总额基本不变	整体ETF买卖总额会略有上升	整体ETF买卖总额会显著上升	A
金融情景分析	hg	150328	data/figure/hg/2023-09-20--国金证券-大类资产周报第9期：美国企业债违约，需要担忧吗？_page10_图表36当周恒生行业多数上涨.jpg					如果电信业的增长率不是3.42%，而是0.76%，那么整体行业平均增长率会如何变化？	下降	上升	不变	无法确定	A
金融情景分析	hg	150336	data/figure/hg/2023-04-18--中国银河-2023年4月月中报告：美通胀衰退预期博弈，国内经济复苏稳中向好公司深度报_page18_图35信用债融资情况.jpg					如果3.16-4.15期间净融资额变为负值，可能的原因是什么？	总发行量减少	总偿还额减少	总发行量增加	总偿还额增加	D
金融情景分析	hg	150354	data/figure/hg/2023-08-28--天风证券-宏观点评：出口仍然是今年经济的亮点_page5_no_caption.jpg					假设2018年消费品出口比例增加到20%以上，那么该年份的消费品出口表现将如何变化？	大幅增长	小幅增长	保持不变	小幅下降	A
金融情景分析	hg	150385	data/figure/hg/2022-10-27--西南证券-三季度经济数据点评：生产端向好明显，消费仍待改善_page4_图62022年专项债发行规模较大支撑基建投资回暖.jpg					如果2022年6月地方政府债券发行额没有显著增加，那么可能会发生什么？	地方政府债券发行额在2022年下半年持续低迷	地方政府债券发行额在2022年其他月份出现补偿性增长	地方政府债券发行额在2022年全年保持平稳	地方政府债券发行额在2022年提前达到峰值	B
金融情景分析	hg	150452	data/figure/hg/2023-05-17--太平洋-2023年4月货币金融数据点评：宽信用持续，助力我国走出通缩_page2_no_caption.jpg					假设企业贷款在2023年4月没有增长，那么整体贷款总额的变化趋势会是？	大幅下降	小幅上升	基本持平	大幅上升	A
金融情景分析	pg	150525	data/figure/pg/2024-03-11--生物制品-英诺特-呼吸道病原体POCT快检龙头，持续稳健增长可期_page17_图表312019年英诺特占据124呼吸道病原胶体金检测市场居行业首位.jpg					如果英诺特的市场份额减少5%，而减少的份额被其他企业以3:2的比例分配，那么其他企业的市场份额将变为多少？	90.60%	89.60%	91.60%	92.60%	A
金融情景分析	pg	150542	data/figure/pg/2022-12-26--有色金属-新锐股份-公司首次覆盖报告：具备全球竞争力的矿用工具龙头，硬质合金一体化先行者_page5_图92020年原材料总成本占比约767.jpg					如果原材料成本的占比减少5%，而减少的份额被其它成本以2:1的比例分配，那么其它成本的占比将变为多少？	26.30%	27.30%	28.30%	29.30%	C
金融情景分析	pg	150549	data/figure/pg/2023-05-21--化学制药-迪哲医药-源头创新逐步进入收获期，全球商业化加速落地_page9_图11EGFR突变位置占比.jpg					如果L858R的市场份额从41%减少到30%，其余企业市场份额保持不变，Exon 19 Deletion的市场份额会增加到多少？	52%	56%	58%	60%	B
金融情景分析	pg	150558	data/figure/pg/2023-04-09--半导体-南芯科技-新股报告：电荷泵快充芯片领域龙头企业_page3_图表3公司收入占比及下游应用2022.jpg					如果智能手机的市场份额减少5%，而减少的份额被其他消费电子和工业平均分配，那么其他消费电子的市场份额将变为多少？	23.74%	22.68%	21.62%	20.56%	B
金融情景分析	pg	150564	data/figure/pg/2023-12-06--医疗器械-春立医疗-关节领域国产领头羊，集采影响逐渐出清_page25_图502019年集采前骨科细分领域市场份额.jpg					假设脊柱市场的其他企业市场份额增加5个百分点，强生的市场份额将如何变化？	减少2.5%	减少5%	减少7.5%	减少10%	B
金融情景分析	pg	150570	data/figure/pg/2022-10-12--医疗器械-联影医疗-中国大型医疗设备龙头崛起_page8_图22017年全球医疗器械行业各子行业市场规模占比.jpg					如果'其他'类别的市场份额减少一半，那么'IVD'的市场份额需要增加多少百分点才能填补这个空缺？	3.50%	4.60%	5.50%	6.80%	A
金融情景分析	pg	150594	data/figure/pg/2024-01-21--塑料制品-祥源新材-首次覆盖：交联世界的产品，材料发泡的专家_page13_no_caption.jpg					如果美国的市场份额减少5%，而减少的份额被其他类别平均分配，那么加拿大的市场份额将变为多少？	8%	9%	10%	11%	A
金融情景分析	pg	150636	data/figure/pg/2023-12-19--非金属材料-合盛硅业-公司深度报告：把握成本优势，煤电硅一体化产业延伸未来可期_page12_图19工业硅行业集中度较低.jpg					如果合盛硅业的市场份额从19%增加到25%，其他企业的市场份额保持不变，昌吉吉盛的市场份额会减少到多少？	0.50%	1%	1.50%	2%	B
金融情景分析	pg	150652	data/figure/pg/2022-11-15--橡胶制品-赛轮轮胎-季报点评：三季度销量逆市增长，新产能稳步投放保障业绩_page2_图2公司收入结构.jpg					假设轮胎的市场份额增长50%，而增长的份额完全来自‘其他’类别，那么‘其他’类别的市场份额会减少到多少？	2.50%	3.30%	4.50%	5%	A
金融情景分析	pg	150654	data/figure/pg/2023-06-15--软件开发-中控技术-公司深度分析：2023年重点关注国际化、数字化、多元生态融合的落地_page6_图62022年公司收入结构分行业.jpg					假设化工行业的收入比例减少10个百分点，石化行业能否保持领先地位？	是	否			B
金融情景分析	pg	150764	data/figure/pg/2023-07-03--电源设备-科华数据-“数据”、“数能”双子星闪耀，大储、户储共同助力逐梦新能源_page14_图表222020数据中心运营商业务占比.jpg					如果第三方数据中心运营商的市场份额增加到60%，基础电信运营商的市场份额将减少到多少？	30%	40%	50%	20%	B
金融情景分析	pg	150765	data/figure/pg/2023-01-09--中药-康缘药业-独家产品借政策红利有望快速增长_page13_图表232021年中成药终端市场销售格局.jpg					如果实体药店端的市场份额增加5%，而其他渠道的市场份额保持不变，城市公立医院端的市场份额将如何变化？	减少5%	减少3.57%	减少2.86%	减少1.43%	B
金融情景分析	pg	150781	data/figure/pg/2023-05-26--半导体-北方华创-半导体设备平台型公司，受益国产替代加速_page18_图372022年积塔半导体刻蚀设备中标情况.jpg					如果2023年积塔半导体刻蚀设备市场总规模缩减5%，而北方华创的绝对市场份额保持不变，其相对市场份额将如何变化？	增加	减少	不变	无法确定	A
金融情景分析	pg	150792	data/figure/pg/2024-02-21--化肥行业-亚钾国际-境外钾盐开拓先行者，向世界级龙头迈进_page10_图172022年全球钾盐矿储量分布折mathttK_20万吨.jpg					如果加拿大和智利的钾盐矿储量合并，二者总储量将超过俄罗斯多少万吨？	70000	60000	50000	40000	A
金融情景分析	pg	150793	data/figure/pg/2023-12-26--电子化学品-广钢气体-国内电子大宗气体龙头，发力布局电子特气业务_page34_图36全球电子特气下游需求占比.jpg					如果半导体行业的市场份额减少50%，而减少的份额完全转移到显示面板行业，那么显示面板行业的市场份额会增加到多少？	23%	26%	29%	32%	B
金融情景分析	pg	150810	data/figure/pg/2023-03-15--通信服务-中国移动-运营商龙头，数字经济领导者_page24_图522021绽放杯大赛参赛项目行业领域占比单位.jpg					如果工业互联网的占比减少一半，其他行业的总占比需要增加多少个百分点才能填补空缺？	7.86%	8.55%	9.24%	10.35%	A
金融情景分析	pg	150811	data/figure/pg/2023-05-12--半导体-芯源微-业绩同比高增，产品结构持续优化_page2_图4公司2022年主营业务毛利占比.jpg					如果光刻工序涂胶显影设备的毛利率占比增加到50%，而增长的份额完全来自单片式湿法设备，那么单片式湿法设备的毛利率占比会减少到多少？	39.80%	40.50%	41.20%	42.00%	A
金融情景分析	pg	150822	data/figure/pg/2023-03-07--光学光电子-茂莱光学-茂莱光学深度：工业级精密光学稀缺标的，下游领域多点开花_page17_no_caption.jpg					如果生命科学领域的市场份额增加到30%，其他领域比例需调整为多少以保持总量不变？	21%	20%	19%	18%	A
金融情景分析	pg	150848	data/figure/pg/2023-08-07--化学制品-圣泉集团-深度报告：生物质项目全线贯通，电子级聚苯醚增长可期_page13_图27铸件市场下游需求结构2021年.jpg					假设汽车的市场份额减少5%，而减少的份额被电子级聚苯醚和内燃机及农业机械以3:2的比例分配，那么电子级聚苯醚的市场份额将变为多少？	10.60%	11.40%	12.20%	13.00%	B
金融情景分析	pg	150898	data/figure/pg/2022-12-12--医疗器械-迪瑞医疗-深度报告：深耕IVD三十年，华润体系赋能快速成长_page15_图122021年我国化学发光免疫分析市场竞争格局.jpg					如果化学发光免疫分析市场的总规模增加20%，而罗氏的市场份额保持不变，其绝对市场份额将如何变化？	增加6.78%	减少6.78%	增加33.90%	减少33.90%	A
金融情景分析	pg	150920	data/figure/pg/2023-11-07--互联网服务-焦点科技-AI麦可打造外贸企业专属数智员工，打开全新收费天花板_page19_图24Shopify2022年营业收入分布按地区.jpg					如果北美地区的收入份额减少5%，而其他地区保持不变，那么欧洲、中东和非洲的收入份额将增加多少个百分点？	2%	3%	4%	5%	A
金融情景分析	pg	150946	data/figure/pg/2023-11-16--互联网服务-赛维时代-深度报告：全链路时尚产业跨境电商，品牌化发展未来可期_page15_图302021年全球主要服装出口国出口份额占比情况.jpg					如果中国服装出口份额减少5%，而减少的份额被欧盟和孟加拉以3:2的比例分配，那么欧盟的市场份额将变为多少？	27.82%	30.64%	31.94%	33.26%	B
金融情景分析	fs	151251	data/figure/fs/2024-08-18--银行-江苏银行-详解江苏银行2024年半年报：业绩持续性强；资产质量稳健；消金稳步发力_page15_图表20江苏银行盈利预测表.jpg					假设 2024E 年的净利息收入增长 10%，净利润会达到多少？	36,793 百万元	38,793 百万元	40,793 百万元	42,793 百万元	B
金融情景分析	fs	151279	data/figure/fs/2024-07-21--酿酒行业-酒鬼酒-Q2收入端环比改善，样板建设投入期利润承压_page1_财务预测摘要.jpg					如果 2026E 年的存货增加 30%，会导致总资产变为多少？	7,945.19 百万元	8,145.19 百万元	8,345.19 百万元	8,545.19 百万元	B
金融情景分析	fs	151293	data/figure/fs/2024-07-14--家电行业-石头科技-石头科技2024H1业绩预告点评：剔除退税影响，业绩总体符合预期_page2_财务报表与盈利预测.jpg					假设 2025E 年的长期投资增加 50%，总资产会达到多少？	20369 百万元	21478 百万元	22587 百万元	23696 百万元	B
金融情景分析	fs	151314	data/figure/fs/2024-06-27--电子化学品-鼎龙股份-市占率持续提升，公司规模效应促进盈利能力高增_page2_no_caption.jpg					如果 2023A 年的存货减少 25%，流动资产会比流动负债低多少？	1.89亿元	2.46亿元	3.03亿元	3.60亿元	B
金融情景分析	fs	151316	data/figure/fs/2024-06-25--农药兽药-广信股份-短期价格处于相对底部区间，长期产业链延伸多点布局_page2_no_caption.jpg					假设 2024E 年的短期借款减少至 0，资产负债率会低于多少？	38%	40%	42%	44%	A
金融情景分析	fs	151350	data/figure/fs/2024-05-29--食品饮料-百龙创园-新产能顺利投产，夯实天然食饮添加剂领先地位_page3_财务预测与估值.jpg					如果 2025E 年的营业收入增长率达到 10%，毛利率会超过多少？	37%	38%	39%	40%	B
金融情景分析	fs	151377	data/figure/fs/2024-05-12--文化传媒-皖新传媒-2023年年报及2024年一季报点评：核心主业稳健增长，数字化升级值得期待_page1_财务预测表.jpg					假设 2026E 年的销售费用减少一半，净利润率会提高几个百分点？	3.50%	4.20%	5.00%	5.80%	B
金融情景分析	fs	151398	data/figure/fs/2024-05-01--装修建材-欧派家居-大家居模式持续落地，直营实践验证增长潜力_page1_表财务报表和主要财务比率.jpg					假设 2024E 年的营业成本增长 15%，毛利率会低于多少？	30%	32%	34%	36%	B
金融情景分析	fs	151401	data/figure/fs/2024-04-29--食品饮料-新乳业-公司简评报告：深化“鲜立方”战略，盈利水平持续提升_page2_附录三大报表预测值.jpg					假设 2024E 年的销售费用增加 20%，营业利润会比 2023A 低多少？	100 百万元	150 百万元	200 百万元	250 百万元	B
金融情景分析	fs	151416	data/figure/fs/2024-04-22--美容护理-百亚股份-2024年一季报点评：电商+外围渠道增长亮眼，成长动能充足_page1_附表财务预测与估值.jpg					如果 2024E 年的销售费用增加 20%，净利润会为多少？	308.90 百万元	276.72 百万元	294.32 百万元	321.48 百万元	B
金融情景分析	fs	151428	data/figure/fs/2024-04-14--电子元件-江海股份-江海股份：23年业绩平稳增长，布局新能源、AI领域未来可期_page1_盈利预测.jpg					假设2026E年的资本性支出翻倍，自由现金流会变为多少？	-1,048百万元	-1,098百万元	-1,148百万元	-1,198百万元	B
金融情景分析	fs	151437	data/figure/fs/2024-04-08--专用设备-天地科技-公司年报点评：煤机业务稳健增长，23年归母净利同增逾20%_page2_财务报表分析和预测.jpg					假设 2024E 年的营业成本降低 5%，毛利率会超过多少？	31.60%	32.10%	32.60%	33.10%	B
金融情景分析	fs	151440	data/figure/fs/2024-04-05--通信设备-广哈通信-聚焦国防电力铁路三大领域，外延并购提升核心竞争力_page3_财务报表预测和估值数据汇总.jpg					假设2026E年的营业成本减少10%，净利润率会提高几个百分点？	3.50%	4.20%	5.00%	5.80%	B
金融情景分析	fs	151445	data/figure/fs/2024-04-01--光伏设备-聚和材料-聚和材料23年报点评：23年业绩同比提升，24年有望受益LECO放量_page1_no_caption.jpg					假设 2024E 年的营业成本降低 10%，净利润会比 2023A 高多少？	1,072 百万元	1,289 百万元	1,406 百万元	1,523 百万元	B
金融情景分析	fs	151453	data/figure/fs/2024-03-28--工程机械-中联重科-2023年报点评：业绩同比大增52%，分红超市场预期_page3_中联重科三大财务预测表.jpg					假设 2024E 年的营业成本降低 10%，毛利率会变为多少？	28.40%	30.40%	31.40%	32.40%	B
金融情景分析	fs	151477	data/figure/fs/2024-03-11--光学光电子-聚灿光电-搭建全色系产品矩阵，长期盈利能力有望提升_page2_利润表百万元.jpg					如果 2024E 年的营业收入增长 10%，营业利润会比 2023A 高多少？	50	79	100	128	D
金融情景分析	fs	151512	data/figure/fs/2024-01-31--物流行业-嘉友国际-业绩高增符合预期，持续成长信心十足_page2_附表财务预测与估值.jpg					如果2024E年的营业成本增加10%，净利润会减少多少？	100.86	121.03	150.62	178.74	B
金融情景分析	fs	151603	data/figure/fs/2023-11-19--软件开发-佳缘科技-航天数据安全稀缺标的，卫星景气打开成长空间_page3_财务报表预测和估值数据汇总.jpg					如果 2024E 年的营业收入比预测值低 10%，净利润会为多少？	163 百万元	178 百万元	192 百万元	207 百万元	A
金融情景分析	sdt	151628	data/figure/sdt/2024-09-17--化学制品-一诺威-北交所公司深度报告：聚氨酯CPU全国单项冠军，技术+产业链共建竞争优势_page26_表19一诺威CPU产品整体呈现出凝胶时间长拉伸强度较高磨耗较低的特点.jpg					假设华天橡塑(H1264)的凝胶时间缩短至3分钟，其后硫化时间需要调整为多少小时才能保持相同的硬度？	8小时	12小时	14小时	16小时	C
金融情景分析	sdt	151648	data/figure/sdt/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page21_图表44可比公司估值比较.jpg					假设2024年晶方科技的EPS为0.45元，且其PE保持在38.74不变，计算其股价应为多少？	17.43	17.57	17.71	17.85	A
金融情景分析	sdt	151649	data/figure/sdt/2024-09-10--半导体-长电科技-国内龙头平台型封测厂，全球化多品类布局优势显著_page20_图表43公司分mathcalF游领域营收拆分亿元.jpg					如果2025年工业及医疗电子的收入增长率为6.1%，且2024年的收入为27.16亿元，那么2025年的收入应该是多少？	28.81亿元	29.50亿元	30.92亿元	26.10亿元	A
金融情景分析	sdt	151667	data/figure/sdt/2024-08-23--银行-兴业银行-详解兴业银行2024半年报：净息差保持稳定，净利润增速实现由负转正_page5_图表8兴业银行单季新增存贷款规模和结构情况.jpg					如果2023年4季度对公贷款占比保持在83.9%，单季新增贷款为1,470亿元，那么对公贷款的金额是多少？	1,236.33亿元	1,250.00亿元	1,210.50亿元	1,275.00亿元	A
金融情景分析	sdt	151734	data/figure/sdt/2024-08-06--造纸印刷-华旺科技-出海扬帆空间广阔，多元布局行稳致远_page14_图表33公司业绩拆分预测表.jpg					如果2023年装饰原纸的销量增长率为20%，那么2023年的销量将是多少万吨？	36	38.4	40.8	43.2	B
金融情景分析	sdt	151735	data/figure/sdt/2024-08-06--半导体-乐鑫科技-单季度业绩新高，次新品持续放量_page1_表1分业务收入及毛利率.jpg					如果其他业务在2026年的收入增长率为35%，那么2026年的收入将是多少？	35.9百万元	38.9百万元	41.9百万元	44.9百万元	C
金融情景分析	sdt	151745	data/figure/sdt/2024-08-02--航天航空-中无人机-大型固定翼长航时无人机系统领军企业，国内外业务双轮驱动_page7_表3可比公司PE预测Wind一致预期数据截止日期20240801.jpg					假设航天彩虹的股价在2024年8月1日上涨至16元，其市值将变为多少亿元？	162.99	174.99	186.99	198.99	B
金融情景分析	sdt	151772	data/figure/sdt/2024-07-19--航运港口-招商港口-全球领先港口运营商，受益于一带一路新机遇_page11_表22023年公司集装箱吞吐量及变化情况万TEU.jpg					假设2022年宁波舟山港的集装箱吞吐量为1134.6万TEU，如果其增长率保持在276.5%，那么2023年的吞吐量应为多少？	4272.0万TEU	4372.0万TEU	4472.0万TEU	4572.0万TEU	A
金融情景分析	sdt	151789	data/figure/sdt/2024-07-05--计算机设备-诺瓦星云-受益于MLED及超高清趋势，出海带来增长alpha_page29_表14公司视频处理器收入结构单位万元.jpg					假设2022年视频拼接器的比例增加了5%，而其他产品比例不变，那么2022年视频拼接器的金额将是多少？	32,344.59万元	32,334.59万元	32,324.59万元	32,314.59万元	A
金融情景分析	sdt	151800	data/figure/sdt/2024-07-01--航空机场-海航控股-离了个大谱！你敢信！海航居然也能跌到面值退市边缘！？_page13_单位千元币种人民币.jpg					假设2023年海航控股的EBITDA全部债务比为0.15，且利息保障倍数保持不变，其现金利息保障倍数将变为多少？	3.46	3.75	4	4.25	A
金融情景分析	sdt	151812	data/figure/sdt/2024-06-27--电子元件-安培龙-国产温压传感器“小巨人”，布局力矩传感器打开成长空间_page31_图表61公司盈利预测.jpg					如果2025年氧传感器（含芯体）及其他产品的占比提高到5%，那么其营业收入将达到多少？	59.49亿元	62.47亿元	65.45亿元	68.43亿元	A
金融情景分析	sdt	151827	data/figure/sdt/2024-06-23--医疗器械-昊海生科-公司深度研究：医美+医药两翼驱动发展，并购+自研强化竞争优势_page39_表12昊海生科可比公司估值情况截至2024年6月18日.jpg					假设华东医药在2024年的PE为15.8，且股价保持不变，那么其2024年的每股收益将是多少？	1.92	2	2.1	2.2	A
金融情景分析	sdt	151831	data/figure/sdt/2024-06-20--汽车整车-比亚迪-比亚迪深度研究系列2：复盘丰田成功有迹可循，海外拓展星辰大海可期_page20_图表23海外市场自主品牌销量单位万辆及市占率假设仅作参考.jpg					假设2023年欧洲市场总销量为1000万辆，比亚迪的销量占比达到10%，其销量将比实际预测值增加多少？	300万辆	250万辆	200万辆	150万辆	A
